age,height_cm,weight_kg,potential,international_reputation,weak_foot,shooting,passing,dribbling,defending,physic,value_eur
26,182,81,81,2,2,43,73,74,73,79,12500000
25,186,83,81,2,3,36,51,55,79,80,13000000
27,186,80,81,1,2,65,74,67,77,83,12500000
25,181,76,81,1,4,62,72,76,75,76,13000000
25,174,74,81,1,3,70,70,84,37,65,15500000
26,182,70,81,2,3,66,72,75,76,74,12500000
28,188,88,80,2,2,50,58,62,78,81,11500000
28,182,80,80,2,3,60,75,74,74,78,11500000
27,177,74,80,2,3,58,68,76,78,81,12000000
27,181,80,80,2,4,76,76,78,41,67,14500000
26,179,72,80,2,4,72,77,81,33,59,15000000
26,182,79,80,1,4,73,75,74,78,83,14500000
27,185,83,80,1,2,74,79,80,62,68,14000000
27,188,77,80,2,3,59,67,67,81,80,12000000
26,184,78,80,2,4,70,73,74,77,77,12000000
26,182,72,80,2,3,78,77,81,36,62,15000000
27,183,77,80,2,3,75,79,80,39,61,14500000
26,188,78,80,1,3,58,65,63,80,76,12000000
26,170,68,80,1,4,39,75,76,74,77,12000000
28,183,75,80,1,3,30,55,58,78,79,11500000
27,184,88,80,1,4,73,60,78,33,78,14500000
27,182,77,80,2,2,56,63,61,78,78,12000000
28,183,83,80,1,3,58,72,69,76,83,11500000
26,187,79,80,1,4,68,68,73,81,84,14500000
27,187,82,80,1,3,75,59,75,48,80,14500000
34,192,82,79,3,3,76,66,71,32,73,6500000
32,188,77,79,2,3,81,65,69,34,77,10000000
34,176,78,79,2,3,55,78,76,74,69,3800000
32,170,60,79,2,2,68,75,81,61,52,10000000
31,185,85,79,3,3,79,70,80,36,76,11000000
33,178,84,79,2,3,77,78,77,35,75,7500000
32,184,77,79,3,3,79,73,85,43,60,10000000
33,173,75,79,3,4,79,78,83,40,71,8000000
31,189,84,79,2,2,56,61,52,79,77,8500000
31,178,74,79,3,4,73,76,83,31,61,11000000
34,177,75,79,1,3,80,59,81,35,69,6500000
29,176,68,79,3,3,73,71,80,39,62,12500000
32,184,82,79,2,2,37,57,58,81,72,7000000
28,179,85,79,2,3,53,71,76,77,73,10000000
29,184,75,79,2,4,64,76,75,79,81,12000000
29,180,73,79,3,3,69,82,77,75,68,10000000
30,179,66,79,3,2,63,73,79,74,73,9000000
32,187,85,79,2,3,72,67,68,79,87,7000000
30,194,85,79,3,3,72,71,71,75,86,11500000
28,185,75,79,2,3,60,72,74,77,77,10000000
30,175,73,79,3,3,78,64,75,31,59,12000000
31,179,72,79,3,4,78,73,82,29,64,11500000
30,178,79,79,2,4,76,79,69,74,80,11500000
29,189,84,79,3,3,55,64,53,78,76,10000000
29,188,84,79,2,5,79,59,66,45,74,12500000
31,180,83,79,1,3,61,66,63,79,80,8500000
29,163,63,79,2,2,72,75,81,47,55,12500000
30,171,61,79,2,2,71,77,85,44,51,12000000
30,183,76,79,2,2,61,69,69,79,83,9500000
29,175,69,79,3,4,74,79,78,71,65,12000000
28,176,75,79,3,3,72,73,83,34,63,12500000
32,179,69,79,1,3,64,75,77,71,77,7000000
30,187,80,79,3,4,76,64,74,42,73,12000000
28,177,70,79,2,4,67,76,76,72,71,12500000
29,173,75,79,2,3,68,78,82,78,77,9500000
29,178,70,79,2,3,61,73,73,75,75,0
28,173,70,79,3,4,76,73,82,43,71,13000000
29,188,80,79,2,4,63,70,73,79,84,10000000
28,193,86,79,2,2,31,51,59,82,74,10000000
27,172,78,79,2,3,60,74,78,75,78,10500000
29,182,80,79,2,3,62,72,76,72,79,9500000
27,180,74,79,2,3,73,80,78,40,53,13000000
28,180,72,79,3,4,56,79,75,78,75,10000000
31,186,84,79,2,3,73,74,76,78,88,11000000
27,179,77,79,1,4,74,79,79,58,72,13000000
32,168,64,79,2,4,74,77,80,40,46,10000000
29,190,84,79,2,3,51,74,55,82,71,10000000
28,176,72,79,1,2,63,73,71,78,73,10000000
27,182,77,79,2,4,71,79,81,61,67,13000000
30,171,62,79,1,3,59,71,73,77,72,9000000
29,187,80,79,1,5,80,66,73,38,84,12500000
27,185,80,79,2,3,59,74,75,80,80,10500000
27,175,72,79,1,3,74,77,79,60,64,13000000
27,173,72,79,1,3,71,79,75,70,75,13000000
29,178,73,79,2,4,80,58,78,43,70,12500000
29,180,73,79,2,4,80,76,78,32,69,12500000
28,177,72,79,1,4,78,78,81,59,66,12500000
28,178,78,79,2,4,76,76,81,31,62,12500000
28,177,82,79,1,2,66,72,79,75,76,10000000
28,183,81,79,1,3,66,66,66,78,81,10000000
29,171,74,79,2,3,60,73,77,71,78,10000000
28,185,74,79,1,3,63,72,70,77,83,10000000
28,185,75,79,3,3,60,75,74,78,76,10000000
28,175,75,79,2,5,82,66,73,38,75,13000000
29,175,70,79,1,4,74,79,77,66,67,12000000
34,177,75,79,1,3,51,70,78,77,67,3600000
30,182,79,79,1,3,48,60,52,79,78,9500000
30,188,88,79,1,3,70,70,72,80,83,9500000
30,176,73,79,1,4,79,65,80,27,66,12000000
19,180,69,88,1,3,60,75,72,74,69,14000000
20,175,70,88,1,4,67,78,80,63,67,16500000
21,179,70,87,1,3,61,76,80,68,64,16000000
22,187,85,87,1,3,42,65,70,78,77,14000000
21,183,76,87,2,4,71,71,77,78,88,16000000
21,181,76,87,1,3,66,75,83,70,77,16000000
23,186,78,86,2,3,70,76,76,69,68,15000000
21,169,68,86,1,3,69,78,82,58,53,15500000
20,172,70,86,1,3,52,71,80,76,67,13000000
21,178,73,86,2,4,74,69,82,51,76,15500000
21,184,79,86,1,3,41,56,62,79,70,13500000
22,186,79,86,1,3,37,68,72,78,77,13000000
21,180,70,86,1,3,56,79,85,66,65,15000000
23,180,75,85,2,3,75,77,79,74,78,14500000
24,178,74,85,1,3,38,65,69,79,82,12500000
21,173,67,85,2,4,71,68,84,23,60,14500000
22,180,81,85,2,3,76,59,76,39,73,15000000
25,182,75,85,1,3,62,70,71,76,79,12500000
23,195,94,85,1,2,54,56,57,78,83,12500000
23,194,80,85,1,2,38,55,48,80,79,12500000
22,168,64,85,2,3,62,77,80,73,73,14500000
21,180,73,85,1,3,67,76,82,54,65,14500000
22,177,70,85,1,4,69,75,79,60,66,14500000
21,180,67,85,2,3,64,74,85,44,46,14500000
22,172,64,85,1,4,80,79,80,64,56,14500000
23,190,96,84,2,3,52,58,55,76,83,12000000
23,186,76,84,1,4,71,77,80,27,58,14000000
22,178,71,84,1,4,74,78,79,65,70,14000000
23,172,71,84,1,3,67,76,84,45,60,14000000
23,173,69,84,1,4,75,72,83,47,67,14000000
23,189,88,84,2,4,71,76,68,77,84,12000000
23,190,81,84,1,3,53,66,67,79,75,12000000
23,170,64,84,1,4,60,75,79,67,63,14000000
21,185,75,84,1,4,80,62,75,36,69,14500000
23,173,70,84,2,3,73,75,80,73,59,14000000
22,165,58,84,1,4,64,70,84,33,49,14000000
22,186,77,84,2,3,66,76,76,72,71,14000000
21,168,70,84,1,3,47,65,66,77,76,12000000
21,186,82,84,1,4,34,47,56,77,81,12000000
25,180,75,83,2,4,70,80,79,62,69,13500000
24,178,74,83,2,3,61,75,75,74,72,11500000
25,176,67,83,1,3,70,77,77,71,72,13500000
25,175,80,83,2,3,65,72,76,73,78,11500000
26,175,80,83,1,3,66,76,73,74,75,11500000
24,188,89,83,1,3,28,51,57,78,80,12000000
24,190,91,83,1,2,76,56,73,41,76,14000000
24,184,74,83,2,3,80,74,77,71,69,13500000
24,176,67,83,2,4,62,75,84,72,69,11500000
23,175,63,83,3,4,68,78,82,64,51,13500000
24,170,71,83,3,3,74,82,84,71,59,11500000
23,183,72,83,2,3,77,74,82,38,70,14000000
25,177,70,83,1,3,62,73,76,70,73,13500000
24,184,85,83,2,3,67,76,80,71,72,13500000
22,180,71,83,2,3,46,66,69,78,77,11500000
26,180,77,83,2,3,37,50,60,79,76,11500000
24,176,79,83,1,2,50,63,73,77,84,12000000
24,188,82,83,1,3,82,56,77,32,57,14000000
25,182,78,82,2,5,46,69,75,77,74,11000000
25,181,74,82,1,3,62,73,70,73,75,11500000
24,190,77,82,2,2,63,71,74,77,75,11500000
24,176,71,82,2,2,49,73,78,72,72,11000000
25,172,75,82,1,2,74,71,85,32,58,13500000
25,189,79,81,1,2,41,66,74,76,79,10500000
26,178,72,81,2,3,53,69,75,74,77,10500000
24,177,77,81,1,3,50,77,75,70,72,11000000
25,185,73,81,1,2,65,74,77,71,71,10500000
25,178,74,81,1,5,73,74,79,46,61,13000000
26,193,87,81,2,3,28,47,54,80,79,11000000
24,180,78,81,2,4,76,70,81,42,71,13000000
26,175,74,81,1,4,63,69,75,71,84,10500000
25,187,81,81,1,3,77,59,73,41,77,13000000
25,186,86,81,2,4,44,58,66,78,78,11000000
24,183,77,81,1,3,76,78,77,42,69,13000000
26,185,87,80,2,3,42,48,47,77,83,10500000
26,184,74,80,1,3,78,68,78,37,71,12500000
27,185,75,80,2,2,47,58,62,80,67,10000000
26,184,80,80,2,3,73,80,73,63,75,12500000
27,188,84,80,1,3,50,51,62,78,77,10000000
26,189,92,80,1,3,77,59,71,40,79,12500000
26,181,76,80,2,3,55,77,75,74,72,10000000
26,187,73,80,2,2,70,76,67,74,87,10500000
26,180,66,80,1,3,75,64,75,38,73,12500000
27,189,89,80,2,3,57,61,65,78,80,10000000
26,183,83,80,2,3,39,65,63,77,82,10500000
25,195,80,80,1,5,73,80,76,61,72,12500000
25,180,78,80,1,2,51,72,77,72,72,10500000
28,189,77,80,1,3,32,57,54,80,75,10000000
26,184,73,80,2,4,67,77,81,43,65,12500000
25,168,67,80,2,2,71,78,83,38,41,12500000
27,187,82,80,1,2,35,52,63,76,78,10000000
25,173,68,80,1,3,65,75,80,70,69,12500000
25,178,68,80,2,3,63,74,78,62,71,12500000
25,185,85,80,1,4,71,71,78,71,77,12500000
27,186,72,79,2,4,77,80,78,60,69,12000000
28,186,85,79,3,3,57,71,67,75,80,9500000
27,180,82,79,2,4,55,66,70,79,76,10000000
28,192,92,79,2,3,56,52,62,78,87,9500000
27,174,74,79,1,2,68,77,78,67,75,11500000
27,170,67,79,2,3,49,72,78,73,69,9500000
27,188,81,79,3,4,76,69,73,46,77,12000000
25,189,83,79,1,4,78,62,70,38,77,12500000
25,176,70,79,2,4,69,77,79,45,58,12500000
26,187,82,79,2,3,64,70,70,76,78,10000000
27,185,78,79,1,3,78,59,75,31,70,12000000
29,185,85,79,1,2,49,50,47,79,80,9000000
27,189,88,79,2,4,78,52,72,37,78,12000000
25,180,76,79,1,3,72,74,83,48,73,12500000
34,187,71,78,3,3,80,76,80,35,55,5500000
34,178,68,78,3,4,71,78,81,40,58,5000000
35,180,87,78,2,3,46,58,54,79,71,2400000
37,174,72,78,2,3,78,64,80,30,63,3700000
35,187,83,78,2,4,64,75,73,76,77,2400000
36,174,71,78,2,3,59,72,69,77,78,1400000
35,174,72,78,2,4,77,71,78,46,72,4800000
34,171,76,78,3,3,77,74,78,43,74,5000000
34,173,78,78,2,4,74,79,77,65,71,5000000
31,177,76,78,3,4,73,79,80,64,71,9000000
32,186,86,78,3,2,79,64,71,36,78,8500000
34,182,74,78,2,3,60,71,66,78,77,3100000
33,180,74,78,3,4,77,72,74,44,67,6500000
33,182,83,78,3,3,81,75,76,46,76,6500000
37,182,79,78,1,4,80,63,72,40,70,3700000
40,180,78,78,2,3,51,66,65,79,71,0
32,176,76,78,3,3,66,72,74,77,74,5500000
32,189,81,78,2,4,75,73,69,75,78,8000000
32,176,72,78,2,4,76,79,79,32,56,8000000
33,181,76,78,3,4,64,82,80,73,66,4200000
31,186,82,78,2,3,63,67,69,76,80,7000000
33,181,71,78,2,2,62,73,75,73,77,4200000
33,170,70,78,3,3,71,79,78,77,65,4000000
33,172,75,78,2,5,71,77,81,77,71,4000000
32,193,101,78,3,4,75,61,63,34,85,8500000
34,181,74,78,2,3,60,70,63,79,65,3100000
32,178,75,78,3,4,59,77,73,73,71,8000000
31,172,72,78,2,4,69,79,78,69,67,9000000
33,183,72,78,2,3,67,71,76,77,73,4000000
31,180,73,78,2,2,52,72,77,76,72,7000000
30,188,77,78,2,4,32,59,52,78,72,7500000
34,187,81,78,3,3,35,52,60,77,69,3100000
31,176,77,78,2,3,70,68,85,35,67,9000000
30,182,72,78,2,4,73,76,81,43,65,10000000
32,182,74,78,1,3,61,69,67,77,81,6000000
31,177,74,78,2,4,65,70,74,78,72,7000000
32,183,76,78,2,5,49,68,70,78,72,6000000
27,177,75,78,2,4,70,74,81,73,71,11000000
31,181,76,78,2,5,59,75,79,74,72,7000000
30,172,69,78,2,4,73,79,81,67,74,9500000
29,192,74,78,2,3,33,57,54,80,75,8000000
31,184,74,78,3,4,78,63,73,35,71,0
31,186,78,78,2,2,32,46,56,82,77,7000000
30,180,78,78,2,4,73,81,78,67,60,9500000
30,180,76,78,3,5,72,75,75,76,70,7500000
30,178,75,78,2,4,75,73,79,36,71,10000000
31,185,80,78,2,3,77,65,75,37,69,9500000
30,184,82,78,2,4,31,54,54,78,75,7500000
33,180,77,78,3,5,68,82,75,66,68,6000000
31,184,80,78,2,3,78,66,77,33,66,9500000
31,180,78,78,2,3,51,64,65,79,73,7000000
31,180,85,78,2,2,75,75,80,53,74,9000000
30,188,86,78,3,3,77,65,69,20,78,10000000
29,193,85,78,2,3,45,52,47,80,76,8000000
30,191,86,78,2,3,39,58,60,79,74,7500000
30,194,92,78,2,4,79,53,64,37,82,10000000
29,176,67,78,2,3,73,71,84,34,56,10000000
30,187,91,78,2,3,78,68,74,47,82,10000000
29,173,70,78,2,4,77,74,81,48,65,10000000
30,171,65,78,1,3,74,78,80,47,60,10000000
28,171,65,78,2,4,77,76,80,34,66,10500000
32,182,74,78,3,3,73,80,81,53,65,8000000
29,196,91,78,2,3,76,66,68,27,84,0
29,176,72,78,2,2,68,77,75,74,78,8000000
27,180,72,78,2,4,60,74,73,76,73,8500000
32,183,78,78,2,4,72,77,78,75,77,8000000
31,182,83,78,2,4,50,72,73,75,79,7000000
29,180,80,78,2,3,53,66,61,77,75,8000000
29,187,78,78,2,3,63,74,68,78,72,10000000
30,183,85,78,2,3,49,69,68,78,82,7500000
27,188,86,78,2,3,76,69,67,43,74,11000000
28,180,77,78,2,4,77,74,76,47,75,10500000
27,184,73,78,3,4,80,73,78,47,70,11000000
27,182,76,78,2,4,76,78,79,68,69,11000000
28,171,71,78,2,4,71,76,82,40,55,10500000
27,182,76,78,1,4,79,76,79,44,68,11000000
26,181,73,78,2,4,75,74,80,30,67,11000000
29,184,80,78,2,4,81,62,74,32,73,10500000
32,192,83,78,1,3,76,74,79,54,79,8000000
32,178,77,78,2,4,71,74,76,76,81,8000000
30,176,77,78,2,4,72,79,76,69,68,9500000
29,181,78,78,1,3,61,75,75,77,76,8000000
31,185,81,78,2,3,70,74,77,64,77,9000000
31,177,76,78,1,4,55,71,68,76,78,7000000
28,187,85,78,2,4,75,75,78,46,76,10500000
27,185,83,78,2,2,33,53,60,78,82,8500000
27,171,64,78,2,3,73,78,80,65,63,10500000
28,180,73,78,2,4,78,74,77,38,68,10500000
27,181,78,78,2,4,73,71,82,32,67,11000000
27,181,80,78,1,4,80,62,72,27,84,11000000
29,178,71,78,2,4,73,79,76,72,66,10000000
28,182,74,78,1,2,26,51,53,80,73,8500000
29,180,80,78,2,3,67,78,80,62,67,10000000
29,188,85,78,2,3,75,49,68,37,75,10500000
28,184,75,78,2,3,64,56,62,80,71,8500000
28,186,75,78,1,3,72,74,75,72,78,10500000
28,183,70,78,1,4,48,67,67,76,79,8000000
27,173,70,78,2,3,71,71,79,43,69,11000000
29,175,65,78,2,3,73,72,79,40,61,10000000
30,188,83,78,3,3,76,66,69,46,80,10000000
29,181,77,78,1,3,65,72,76,67,77,10000000
29,190,86,78,2,4,79,68,72,39,82,10500000
30,168,65,78,1,3,58,70,77,74,53,7500000
34,174,71,78,1,5,73,76,77,27,59,5000000
30,176,75,78,1,3,71,71,76,74,74,7500000
26,187,85,78,1,3,62,74,69,76,81,9000000
17,176,73,92,1,4,72,64,81,29,60,17500000
20,183,78,89,1,3,74,56,74,29,71,16000000
21,188,77,87,1,3,30,60,67,77,75,12500000
21,176,70,87,1,3,43,68,73,76,71,12500000
20,184,74,87,2,3,50,73,77,73,75,14000000
21,173,63,87,1,4,73,67,82,46,67,14500000
22,186,73,87,2,2,74,69,80,36,66,14500000
20,173,66,87,1,4,74,73,81,37,50,14500000
20,185,74,86,1,3,36,65,69,77,75,12000000
21,191,80,86,1,3,56,74,74,78,82,13500000
20,175,70,86,2,4,73,69,82,44,66,14000000
22,191,83,85,1,3,62,75,79,61,78,13000000
23,181,74,85,1,2,71,74,74,70,68,13000000
20,178,78,85,1,2,71,69,83,31,67,13000000
23,178,73,85,1,4,63,72,79,71,77,11000000
22,185,79,85,2,3,74,62,77,43,75,13500000
21,182,89,85,1,2,33,46,59,76,79,11500000
21,181,70,85,1,4,71,68,80,43,77,13000000
21,180,72,85,1,3,38,68,72,78,65,11000000
23,178,73,84,1,4,61,74,75,76,66,10500000
21,189,78,84,2,3,34,62,69,78,75,11000000
21,181,75,84,1,4,65,71,77,69,77,12500000
21,186,76,84,1,5,43,57,65,77,73,11000000
21,189,75,84,1,3,46,59,67,78,76,11000000
23,190,86,84,1,3,73,76,76,52,73,12500000
23,184,78,83,2,4,73,68,80,31,65,12000000
24,191,86,83,1,4,70,72,73,75,83,10500000
23,185,74,83,1,3,63,75,78,68,65,12000000
23,177,86,83,2,4,61,70,80,71,80,12000000
23,192,82,83,1,3,76,52,70,44,77,12500000
24,182,80,83,1,2,49,63,60,77,74,10500000
24,181,77,83,1,2,74,61,75,47,71,12500000
22,175,69,83,2,2,77,69,80,33,60,12500000
21,182,80,83,1,3,30,52,62,78,72,10500000
23,188,82,83,1,4,71,72,76,60,73,12000000
22,168,58,83,2,4,64,76,78,67,56,12000000
23,183,78,83,2,3,49,57,61,75,76,10500000
24,188,86,83,1,3,53,61,63,77,78,10500000
23,164,64,83,1,4,72,72,80,37,54,12000000
23,187,79,83,1,3,42,56,57,79,75,10500000
25,189,74,82,3,3,46,62,70,78,68,10000000
26,185,77,82,1,2,41,65,62,79,72,10000000
23,173,66,82,2,3,66,84,76,63,65,12000000
23,187,84,82,2,3,75,74,75,56,80,12000000
23,172,67,82,1,4,77,72,82,29,62,12000000
22,178,75,82,1,3,69,77,80,57,62,12000000
23,184,80,82,2,3,71,75,77,72,75,11500000
24,181,72,82,1,2,59,74,74,73,72,10000000
23,181,75,82,1,3,59,69,72,75,78,10000000
25,179,81,82,2,3,78,59,70,38,81,12000000
23,185,75,82,2,3,74,67,74,27,72,12000000
24,186,83,82,1,2,56,70,74,76,79,10000000
22,182,74,82,1,2,63,74,77,30,62,12000000
23,189,77,82,1,4,71,74,79,37,67,12000000
24,176,70,82,1,4,65,72,74,73,73,10000000
24,178,74,82,1,4,71,70,79,58,70,12000000
23,184,74,82,1,4,75,74,76,66,66,11500000
25,186,77,82,1,3,67,67,69,71,74,11500000
23,188,76,82,1,2,74,72,78,40,69,12000000
26,192,88,81,1,3,40,53,61,77,76,9500000
23,175,75,81,2,4,72,75,78,70,79,11500000
24,188,89,81,2,3,37,64,59,78,76,10000000
24,183,79,81,2,3,57,64,72,76,80,10000000
24,178,68,81,1,3,72,77,75,58,70,11500000
25,172,71,81,1,3,40,64,76,71,66,9500000
25,180,78,81,2,3,75,63,72,51,80,11500000
26,193,76,80,1,3,44,52,46,76,79,9000000
25,172,69,80,1,3,75,67,79,30,56,11000000
26,186,85,80,2,3,75,49,69,27,71,11000000
26,185,75,80,2,3,59,74,73,75,74,9000000
27,186,78,80,1,3,36,48,60,78,78,9000000
25,184,83,80,2,3,61,64,59,77,80,9500000
25,186,75,80,2,4,64,70,79,75,76,11000000
24,193,84,80,2,3,67,65,72,55,81,11500000
24,175,67,80,2,4,68,72,85,27,48,11500000
25,174,71,80,2,4,38,64,75,75,69,9000000
26,184,76,80,1,3,51,68,71,76,78,9000000
25,182,74,80,1,3,68,73,78,72,66,0
25,186,80,80,2,3,74,60,77,29,64,11500000
25,176,75,80,1,3,65,70,79,74,73,9000000
23,179,78,80,3,5,72,73,79,35,65,11500000
25,180,73,80,1,3,73,75,76,55,67,11000000
26,175,62,80,1,3,68,76,78,68,65,11000000
28,191,85,79,1,2,39,59,54,76,78,8500000
27,187,84,79,2,4,42,55,50,77,82,8500000
26,179,73,79,2,3,55,73,74,76,70,9000000
26,181,72,79,2,3,79,71,76,26,66,11000000
28,183,78,79,2,3,31,44,59,79,73,8500000
26,177,65,79,1,3,66,70,78,74,72,9000000
25,171,65,79,2,3,65,68,78,70,72,9000000
25,184,82,79,2,2,68,69,81,30,72,11000000
25,180,75,79,1,3,74,74,82,41,62,11000000
25,197,84,79,1,3,75,56,67,36,83,11000000
25,185,69,79,1,3,66,76,76,62,74,10500000
27,185,79,78,1,4,69,68,67,77,79,8000000
28,187,82,78,1,3,55,65,67,74,85,8000000
27,181,78,78,2,4,72,82,75,61,75,10000000
27,190,85,78,1,3,35,58,48,75,76,8500000
26,185,79,78,2,3,70,73,75,67,74,10500000
26,182,81,78,2,3,75,70,79,46,74,10500000
27,184,81,78,2,4,76,68,75,43,79,10500000
27,186,79,78,2,3,49,60,65,77,76,8500000
27,190,83,78,2,3,77,70,73,39,78,10500000
27,179,75,78,2,3,62,70,72,77,77,8500000
28,185,86,78,1,3,33,51,46,74,81,8000000
26,172,67,78,2,4,66,70,76,73,71,8500000
25,180,75,78,2,4,71,71,81,29,72,10500000
26,179,77,78,1,3,73,76,77,66,66,10500000
26,172,72,78,1,5,64,76,80,50,57,10500000
27,187,83,78,2,3,77,62,70,60,84,10500000
27,190,78,78,1,4,73,67,77,35,76,10500000
27,179,74,78,2,3,77,64,76,41,71,10500000
27,180,67,78,1,3,72,73,74,61,65,10000000
26,170,65,78,1,3,70,69,77,72,65,8500000
27,172,72,78,1,3,55,64,78,71,81,8000000
26,176,71,78,1,4,37,58,58,76,74,8500000
25,171,75,78,2,3,73,67,81,37,57,10500000
27,189,80,78,1,3,59,66,70,71,70,10000000
35,171,65,77,2,4,83,60,76,26,57,4100000
32,180,72,77,2,3,79,74,79,32,67,7000000
32,187,82,77,2,5,66,63,68,77,79,5000000
32,181,84,77,2,3,76,74,73,47,75,7000000
33,175,80,77,2,3,56,70,72,73,82,3600000
35,174,72,77,2,2,76,75,79,37,62,4100000
34,171,72,77,3,5,77,61,76,38,75,4700000
32,179,73,77,2,3,76,76,76,72,73,6500000
34,175,78,77,2,2,44,64,63,76,79,2700000
31,189,78,77,2,3,75,65,72,28,74,8000000
32,187,85,77,2,3,48,63,61,78,70,5000000
34,179,77,77,1,3,74,78,78,46,63,4500000
33,188,82,77,2,3,61,62,59,74,82,3600000
33,178,75,77,2,3,73,76,75,50,72,5500000
37,195,91,77,3,2,50,55,51,80,73,1200000
34,186,83,77,3,4,78,63,65,35,70,4700000
31,165,63,77,2,3,64,72,82,49,58,8000000
34,174,72,77,1,3,71,79,77,47,78,4500000
31,175,74,77,2,3,48,72,77,72,74,6000000
34,174,73,77,2,3,76,70,73,37,72,4700000
36,176,70,77,2,3,72,72,82,40,66,3200000
31,176,72,77,2,3,78,68,84,43,67,8000000
36,188,72,77,1,4,79,64,66,41,81,3200000
30,188,79,77,2,3,68,77,75,69,80,6500000
32,181,78,77,1,3,64,72,66,75,77,5000000
34,192,85,77,2,2,78,69,69,44,77,4700000
32,183,80,77,3,3,61,69,59,76,72,5000000
33,193,92,77,3,3,76,61,66,33,71,5500000
33,188,82,77,2,4,78,68,72,43,71,5500000
33,188,89,77,2,3,38,46,53,77,76,3600000
33,173,75,77,1,4,76,64,71,39,68,5500000
32,190,80,77,3,3,33,41,49,78,82,5000000
32,182,81,77,2,3,33,55,56,77,78,5000000
34,185,76,77,2,3,40,49,52,80,65,2700000
33,173,75,77,1,4,73,78,75,49,64,5500000
32,172,68,77,2,3,46,72,77,73,64,4900000
31,183,76,77,1,3,51,68,67,76,74,6000000
28,185,84,77,2,4,75,68,75,41,67,9000000
30,186,84,77,2,3,64,67,72,77,76,6500000
28,172,73,77,1,4,67,78,79,66,69,9000000
30,161,57,77,2,4,67,75,81,30,40,8500000
31,179,66,77,3,3,70,71,80,35,60,8000000
33,177,73,77,2,4,80,72,80,35,70,5500000
31,175,76,77,2,4,65,76,78,70,77,7500000
31,186,79,77,1,5,71,74,76,66,71,7500000
30,180,79,77,1,4,72,74,80,64,74,8500000
30,183,73,77,2,3,78,67,81,27,61,8500000
29,183,82,77,2,3,74,63,72,44,78,9000000
29,183,79,77,2,4,74,77,73,66,77,8500000
28,183,79,77,3,4,76,62,69,32,86,9000000
29,190,87,77,2,3,52,48,49,77,77,7000000
28,176,72,77,3,3,73,73,79,56,76,9000000
30,183,74,77,2,4,67,73,77,67,67,8500000
31,186,80,77,2,4,75,69,72,46,77,8000000
29,190,87,77,2,3,70,73,73,74,75,7000000
32,179,77,77,1,3,66,68,68,76,86,5000000
30,184,76,77,2,3,59,73,69,74,73,6500000
29,178,73,77,2,3,72,73,80,31,57,8500000
34,180,72,77,2,3,51,76,70,77,70,2700000
30,183,84,77,1,3,52,58,63,76,80,6500000
31,190,90,77,2,3,33,38,54,79,81,6000000
34,185,81,77,2,2,65,71,74,75,78,2500000
29,193,79,77,2,3,78,61,68,44,80,9000000
34,173,73,77,3,3,62,71,75,77,71,2500000
32,182,82,77,2,3,58,70,69,75,84,5000000
30,177,70,77,2,3,73,71,79,42,60,8500000
30,183,90,77,2,3,78,66,69,37,84,8500000
31,176,69,77,2,3,71,70,80,44,57,8000000
29,180,80,77,2,3,76,71,76,29,75,9000000
28,180,80,77,2,3,58,67,70,75,80,7000000
29,191,91,77,2,4,73,69,80,38,71,8500000
30,172,65,77,1,3,67,76,77,36,60,8500000
30,173,66,77,2,3,72,70,80,44,65,8500000
27,190,83,77,3,4,75,62,69,37,75,9500000
29,180,74,77,2,3,75,68,77,31,66,9000000
29,187,79,77,2,3,66,67,66,78,78,8500000
28,182,77,77,2,3,64,75,79,72,69,9000000
29,183,75,77,1,3,72,56,78,36,78,9000000
28,179,70,77,2,2,55,69,74,75,71,7000000
27,185,73,77,3,3,74,70,77,43,75,9500000
28,172,76,77,1,4,74,75,76,53,66,9000000
28,192,84,77,1,3,44,60,50,76,77,7000000
29,187,80,77,2,3,59,73,68,72,79,7000000
28,173,70,77,2,3,70,71,81,29,62,9000000
28,186,84,77,1,4,76,67,74,47,80,9000000
29,192,83,77,1,3,41,58,45,77,81,7000000
29,179,72,77,1,3,64,74,75,73,72,8500000
28,185,80,77,2,3,65,72,76,74,76,7000000
30,169,67,77,1,3,72,68,81,39,56,8500000
32,173,73,77,1,3,71,76,79,49,50,7000000
30,181,74,77,2,2,51,67,66,76,78,6500000
28,178,80,77,1,4,76,69,77,30,72,9000000
27,184,76,77,2,4,51,60,65,77,76,7500000
29,188,84,77,2,4,68,69,82,32,75,8500000
29,184,85,77,2,4,74,70,74,38,81,8500000
28,186,98,77,2,4,75,55,69,34,78,9000000
29,185,85,77,2,2,59,73,72,75,77,6500000
28,179,76,77,1,4,55,75,74,72,76,9000000
30,174,72,77,1,3,63,80,73,75,68,6500000
31,176,76,77,1,2,71,79,76,47,61,7500000
28,182,77,77,1,3,51,70,71,76,69,7000000
27,180,76,77,2,3,64,75,75,75,78,9000000
30,182,78,77,2,4,77,73,72,75,74,6500000
30,177,76,77,2,3,59,71,76,76,81,8000000
27,178,75,77,2,3,69,76,78,70,70,9000000
28,168,62,77,1,4,66,72,80,39,52,9000000
31,178,76,77,2,4,74,75,78,42,63,8000000
33,167,60,77,2,3,70,76,81,61,60,5500000
27,185,82,77,1,3,33,54,60,77,74,7500000
30,185,80,77,2,3,40,61,54,76,79,6500000
28,194,86,77,1,2,36,50,48,79,77,7000000
